time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452400000	4.78186	18.9893	4.91829	3.77272	0.459088	lidar	0.761072	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.57451	18.8385	4.94952	3.80088	0.478238	radar	1.44428	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.39797	18.706	4.91479	3.82184	0.475526	lidar	1.12169	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21462	18.5651	4.87343	3.83078	0.436384	radar	1.38309	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.09362	18.4079	4.7888	3.87284	0.465978	lidar	1.9953	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.91594	18.2324	4.85691	3.92338	0.543695	radar	6.97782	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65358	18.0935	4.94992	3.90728	0.482526	lidar	2.8302	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48906	17.9444	4.8856	3.9136	0.435861	radar	3.45094	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25869	17.7791	4.95116	3.91286	0.403564	lidar	1.16242	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08302	17.5933	4.9932	3.95121	0.45293	radar	2.38191	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90164	17.4768	4.95591	3.94752	0.419274	lidar	6.14447	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76742	17.2571	4.98798	4.01219	0.509178	radar	2.97193	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.59086	17.071	5.00453	4.02875	0.496961	lidar	0.103321	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42371	16.907	4.94089	4.02188	0.423472	radar	2.24562	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25795	16.7353	4.93552	4.03263	0.409708	lidar	0.517579	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07886	16.5413	4.93707	4.03263	0.362557	radar	4.92231	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92545	16.3109	4.97085	4.06218	0.376969	lidar	2.2765	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76321	16.1363	4.93628	4.0582	0.328692	radar	0.895493	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.55355	15.9706	4.97313	4.04017	0.281421	lidar	1.53166	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.43408	15.7359	5.0162	4.09737	0.370243	radar	2.34322	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.26049	15.5184	5.05997	4.10638	0.356611	lidar	0.772871	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.10022	15.3262	5.05302	4.10833	0.328825	radar	0.894919	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.885133	15.1093	5.13656	4.0959	0.288237	lidar	2.20079	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.731904	14.9296	5.0856	4.08822	0.239183	radar	2.21929	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.635302	14.7148	5.04181	4.12372	0.271337	lidar	0.700157	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.527823	14.4712	5.07814	4.17237	0.341871	radar	1.98718	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.352875	14.2495	5.12773	4.17038	0.315352	lidar	0.747953	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.236734	13.9954	5.20275	4.22011	0.395642	radar	3.06239	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.232023	13.7444	5.11367	4.29596	0.473414	lidar	3.6722	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.132815	13.5015	5.15018	4.32914	0.499234	radar	0.833845	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.039472	13.271	5.20866	4.31509	0.442947	lidar	1.55665	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.159896	13.0538	5.16343	4.31173	0.389711	radar	1.24627	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.154751	12.8263	5.06826	4.37921	0.460514	lidar	3.24709	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.276735	12.6025	5.03034	4.36729	0.390543	radar	3.70033	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.400708	12.3675	5.05811	4.3657	0.359518	lidar	0.394475	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.532322	12.1599	5.02909	4.34692	0.295425	radar	3.71836	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.608925	11.9413	5.00194	4.36471	0.300481	lidar	0.535113	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.742877	11.7135	5.01358	4.34855	0.249036	radar	2.62148	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.948596	11.4718	5.10297	4.30178	0.163667	lidar	3.65432	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.06317	11.2458	5.06682	4.2883	0.111028	radar	2.32273	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.24269	11.0212	5.11467	4.25516	0.057464	lidar	1.53538	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.31233	10.7721	5.148	4.30087	0.147346	radar	2.01223	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.44027	10.5193	5.18837	4.29875	0.134453	lidar	0.722817	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.52362	10.2547	5.23649	4.33215	0.192478	radar	1.69665	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61898	10.0452	5.19554	4.33677	0.186269	lidar	1.92851	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.70896	9.81483	5.16949	4.34282	0.175782	radar	0.493787	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.7797	9.59512	5.12681	4.35861	0.185802	lidar	0.871783	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.88883	9.34205	5.18417	4.36905	0.204156	radar	2.48006	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.96684	9.04924	5.23773	4.39009	0.218116	lidar	4.10968	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05498	8.8266	5.18656	4.3848	0.179344	radar	1.83039	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.14971	8.57463	5.20401	4.38867	0.172032	lidar	0.107244	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.28132	8.31974	5.25099	4.37365	0.13791	radar	2.6585	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32285	8.08692	5.19888	4.40026	0.16568	lidar	0.928922	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.38544	7.87417	5.13475	4.40837	0.159731	radar	5.52945	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.5001	7.62274	5.17211	4.39859	0.135039	lidar	0.604872	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.67189	7.38702	5.19203	4.3421	0.016768	radar	5.06174	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.77628	7.13218	5.21692	4.33958	0.0120451	lidar	0.279354	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.8312	6.89686	5.1949	4.36976	0.0733066	radar	1.9387	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.87037	6.69001	5.10827	4.39023	0.0951382	lidar	2.66133	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.9355	6.46817	5.04037	4.38268	0.047587	radar	3.91478	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.98942	6.23258	5.01479	4.39704	0.0632365	lidar	0.444703	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.10686	5.98425	5.06875	4.38828	0.0568793	radar	3.31798	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.19003	5.71014	5.11636	4.3938	0.0601597	lidar	1.70257	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.30063	5.46271	5.1266	4.36785	-0.00729929	radar	1.93533	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39909	5.20179	5.16349	4.36463	-0.0109566	lidar	0.561385	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46246	4.95554	5.1594	4.38581	0.0370268	radar	0.421873	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57845	4.67709	5.23542	4.37782	0.025501	lidar	2.0754	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.68746	4.42463	5.24763	4.35383	-0.0380274	radar	1.92802	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.82321	4.15347	5.3221	4.33796	-0.0536504	lidar	2.40036	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.90003	3.91248	5.30392	4.35738	0.0028487	radar	1.398	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97207	3.6802	5.26255	4.36266	0.00746673	lidar	0.733255	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.07237	3.47608	5.20134	4.34118	-0.0458476	radar	3.98822	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16447	3.23164	5.2027	4.3401	-0.0443882	lidar	0.0169267	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27891	2.9778	5.23534	4.32414	-0.0777265	radar	0.579732	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37007	2.70353	5.27749	4.32829	-0.0662204	lidar	1.37252	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45522	2.4535	5.27469	4.33849	-0.0336041	radar	0.290495	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56019	2.18812	5.31385	4.33774	-0.0301013	lidar	0.637394	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.6692	1.95993	5.29558	4.30603	-0.116843	radar	3.72141	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78645	1.68583	5.35625	4.30282	-0.109384	lidar	1.57117	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.909	1.43839	5.37587	4.28487	-0.141054	radar	0.308841	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96982	1.20494	5.31549	4.29059	-0.13049	lidar	5.0773	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06396	0.98818	5.25702	4.29119	-0.107768	radar	1.20876	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12567	0.755949	5.20799	4.29752	-0.097311	lidar	4.05136	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21882	0.460546	5.29678	4.3056	-0.0856295	radar	5.33376	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.294	0.219858	5.27038	4.30968	-0.0768936	lidar	1.59167	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40256	-0.0170185	5.25179	4.31828	-0.0290513	radar	5.90879	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47261	-0.256239	5.22507	4.32546	-0.0195421	lidar	1.65364	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59457	-0.434767	5.14387	4.2951	-0.0737193	radar	3.76823	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73231	-0.61688	5.08201	4.266	-0.112014	lidar	2.53407	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84886	-0.840573	5.10511	4.23758	-0.181868	radar	5.18064	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.9438	-1.11267	5.16201	4.24959	-0.148953	lidar	1.65445	-5.87835	-1.26863	-5.94118	-1.09472	-2.35261	-4.58032
1477010456950000	-6.03095	-1.38323	5.20595	4.2643	-0.114793	radar	2.95811	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.17092	-1.58871	5.17862	4.24054	-0.141965	lidar	0.961373	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31809	-1.81852	5.24012	4.19943	-0.235086	radar	3.60011	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.42422	-2.071	5.26362	4.20403	-0.210226	lidar	0.66897	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.57667	-2.27005	5.22274	4.18005	-0.22252	radar	2.92161	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72791	-2.47857	5.21085	4.15739	-0.239935	lidar	0.309213	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.88556	-2.68684	5.20798	4.13325	-0.259942	radar	0.912263	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.9739	-2.96414	5.25893	4.16135	-0.196854	lidar	2.96422	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.1016	-3.1891	5.23723	4.16235	-0.169488	radar	0.339687	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22633	-3.38412	5.19191	4.14894	-0.178716	lidar	1.33423	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.37121	-3.6339	5.23459	4.14996	-0.160274	radar	4.52017	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.5344	-3.76628	5.13106	4.10207	-0.223033	lidar	4.49378	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.68042	-3.97301	5.1357	4.08837	-0.23132	radar	0.438706	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.83186	-4.20605	5.16945	4.08591	-0.216649	lidar	0.586086	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98258	-4.42455	5.17687	4.08059	-0.205961	radar	0.426187	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.14044	-4.66766	5.22409	4.08157	-0.187768	lidar	1.29505	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27569	-4.87597	5.15719	4.09146	-0.137597	radar	2.43698	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40445	-5.09872	5.15969	4.09813	-0.117318	lidar	0.283841	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54955	-5.26779	5.07004	4.08743	-0.110399	radar	3.7967	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74159	-5.4638	5.08896	4.06137	-0.140576	lidar	1.77592	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89944	-5.66271	5.07857	4.05394	-0.137836	radar	0.299242	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05625	-5.84858	5.0627	4.04136	-0.146532	lidar	0.143375	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.1931	-6.00782	4.96709	4.0347	-0.135237	radar	6.074	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37835	-6.10192	4.87354	3.97902	-0.209054	lidar	4.78596	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.5543	-6.28417	4.88552	3.96448	-0.214913	radar	0.918536	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68887	-6.49899	4.90257	3.98113	-0.174103	lidar	0.531534	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91799	-6.65117	4.95754	3.92917	-0.24679	radar	7.06121	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1225	-6.81365	4.96807	3.90046	-0.27063	lidar	0.602737	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3099	-6.9724	4.98164	3.87825	-0.286729	radar	0.991692	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5392	-7.15278	5.03457	3.85284	-0.3016	lidar	3.58299	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7499	-7.2879	5.03553	3.81776	-0.332898	radar	1.76484	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9957	-7.44949	5.08586	3.78532	-0.35462	lidar	3.4406	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1877	-7.58449	5.04022	3.76561	-0.357291	radar	1.22934	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3303	-7.74883	4.99645	3.77913	-0.312537	lidar	3.31534	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5291	-7.87063	4.9623	3.75316	-0.328034	radar	1.72636	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7082	-7.97631	4.90824	3.72937	-0.340432	lidar	2.96302	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9055	-8.08304	4.82934	3.70174	-0.356783	radar	1.69694	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1201	-8.17348	4.81167	3.66377	-0.38667	lidar	0.484896	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3483	-8.29963	4.90029	3.64514	-0.381271	radar	2.70724	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5503	-8.38216	4.86221	3.61406	-0.399905	lidar	1.63782	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7616	-8.45932	4.79506	3.57737	-0.429224	radar	1.52522	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0369	-8.5508	4.85748	3.53498	-0.45748	lidar	3.89535	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2881	-8.64778	4.92492	3.51189	-0.450931	radar	2.7468	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5072	-8.69709	4.89195	3.47337	-0.47519	lidar	1.58532	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7313	-8.7235	4.8116	3.41769	-0.533596	radar	3.3053	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9477	-8.85054	4.82066	3.42888	-0.478878	lidar	1.37766	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1985	-8.94531	4.9158	3.42694	-0.429855	radar	3.0378	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4148	-9.07088	4.91147	3.44129	-0.378885	lidar	0.907718	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.644	-9.14149	4.89014	3.42156	-0.38384	radar	0.298209	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9322	-9.13289	4.9374	3.35191	-0.454328	lidar	1.69892	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1903	-9.20769	4.97185	3.34122	-0.434415	radar	4.59805	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4487	-9.33705	5.01098	3.36104	-0.374421	lidar	5.49754	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.693	-9.3618	4.95906	3.31776	-0.425523	radar	2.12647	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9467	-9.45502	4.98182	3.32299	-0.387332	lidar	2.17245	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2	-9.45853	4.96133	3.27511	-0.437908	radar	2.30402	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4523	-9.44993	4.96568	3.23155	-0.468367	lidar	0.448354	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6724	-9.44443	4.90892	3.19269	-0.500608	radar	5.09097	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9552	-9.42875	4.96029	3.1499	-0.523604	lidar	1.37576	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2046	-9.49749	4.98411	3.16947	-0.445855	radar	8.05154	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4637	-9.51879	4.99808	3.1553	-0.434184	lidar	0.513161	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7222	-9.5049	4.99372	3.11869	-0.465276	radar	1.68578	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9769	-9.47129	5.00454	3.08206	-0.483346	lidar	0.156662	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2227	-9.42806	4.98539	3.03695	-0.525588	radar	0.601476	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4213	-9.48311	4.90181	3.05643	-0.465981	lidar	2.43823	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.657	-9.47379	4.90542	3.04849	-0.432468	radar	1.71254	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9051	-9.46701	4.90734	3.03644	-0.419327	lidar	0.263476	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1349	-9.43009	4.90301	3.01653	-0.409383	radar	3.93738	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3827	-9.30252	4.93902	2.94758	-0.474507	lidar	2.99826	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6175	-9.22106	4.92335	2.89846	-0.525292	radar	1.02425	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8691	-9.09351	4.96766	2.83962	-0.567722	lidar	1.12067	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1079	-8.98998	4.98886	2.80192	-0.573215	radar	4.86632	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2779	-9.13544	4.7899	2.88261	-0.437373	lidar	15.1486	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5163	-9.09679	4.79626	2.87817	-0.406202	radar	1.5301	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7381	-8.99857	4.80223	2.84107	-0.428315	lidar	0.735851	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9799	-8.91695	4.81899	2.81302	-0.443057	radar	2.45967	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1759	-8.84943	4.77075	2.79458	-0.439579	lidar	1.30092	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4089	-8.76071	4.77858	2.76538	-0.458743	radar	1.916	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6012	-8.73975	4.69762	2.77285	-0.42089	lidar	1.73817	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7925	-8.58886	4.66791	2.69439	-0.539045	radar	6.35583	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9945	-8.51309	4.6403	2.67997	-0.523313	lidar	0.235086	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2046	-8.40841	4.65879	2.66665	-0.485782	radar	2.09541	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4356	-8.3103	4.68302	2.651	-0.473733	lidar	1.24691	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6268	-8.19285	4.66271	2.61723	-0.497637	radar	0.849823	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8637	-7.94505	4.81106	2.54015	-0.559875	lidar	5.72864	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0549	-7.79155	4.8013	2.48537	-0.628695	radar	3.10138	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.281	-7.61333	4.87261	2.44894	-0.631808	lidar	2.21887	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4832	-7.47809	4.88598	2.45298	-0.545797	radar	2.12285	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6483	-7.33493	4.84806	2.42703	-0.546039	lidar	0.660624	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8405	-7.17528	4.86506	2.41056	-0.517547	radar	0.954918	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
